id_venta,fecha,producto,categoria,cantidad,precio_unit,descuento_pct,descuento_s,total,vendedor,region,canal,metodo_pago
390,2024-09-19,Teclado Logitech MX,Periféricos,4,320.0,0,0.0,1280.0,María Flores,Arequipa,Corporativo,Tarjeta crédito
391,2024-11-03,Router TP-Link AX3000,Redes,1,350.0,15,52.5,297.5,Sofía Puma,Lima Este,Corporativo,
392,2024-05-09,Mouse Logitech MX Master,Periféricos,5,220.0,0,0.0,1100.0,Jorge Díaz,Trujillo,Tienda física,Tarjeta crédito
393,2024-07-10,Impresora HP LaserJet,Impresoras,7,750.0,5,262.5,4987.5,Ana Torres,Lima Norte,E-commerce,Cuotas
394,2024-11-23,Mouse Logitech MX Master,Periféricos,2,220.0,0,0.0,440.0,Sofía Puma,Lima Sur,Tienda física,Tarjeta crédito
395,2024-01-30,Switch Cisco 8 puertos,Redes,5,420.0,15,315.0,1785.0,María Flores,Lima Este,E-commerce,Tarjeta débito
396,2024-05-31,Auriculares JBL Tune,Audio,6,180.0,0,0.0,1080.0,Luis Vega,Lima Norte,Corporativo,Tarjeta crédito
397,2024-04-23,UPS APC 1000VA,Energía,1,480.0,10,48.0,432.0,María Flores,Cusco,Corporativo,Cuotas
398,2024-04-02,Router TP-Link AX3000,Redes,6,350.0,0,0.0,2100.0,Pedro Salas,Lima Este,Corporativo,Transferencia
399,2024-04-24,Teclado Mecánico HyperX,Periféricos,3,280.0,10,84.0,756.0,Elena Cruz,Lima Sur,Tienda física,Tarjeta crédito
400,2024-08-28,Mouse Razer DeathAdder,Periféricos,6,180.0,0,0.0,1080.0,Pedro Salas,Arequipa,E-commerce,Efectivo
401,2024-12-14,Impresora HP LaserJet,Impresoras,2,750.0,5,75.0,1425.0,Sofía Puma,Lima Centro,E-commerce,Efectivo
402,2024-08-22,"Monitor LG 24""",Monitores,3,850.0,0,0.0,2550.0,María Flores,Cusco,E-commerce,Transferencia
403,2024-06-09,Laptop Asus VivoBook,Computadoras,2,2350.0,10,470.0,4230.0,Sofía Puma,Cusco,Corporativo,Tarjeta débito
404,2024-11-10,"Monitor Dell 32"" 4K",Monitores,3,1950.0,5,292.5,5557.5,Luis Vega,Piura,Tienda física,Tarjeta débito
405,2024-07-10,SSD WD Blue 500GB,Almacenamiento,7,180.0,0,0.0,1260.0,Carlos Ríos,Lima Norte,E-commerce,Tarjeta débito
406,2024-05-07,Disco Externo Seagate 2TB,Almacenamiento,4,280.0,0,0.0,1120.0,Carlos Ríos,Lima Norte,Corporativo,Cuotas
407,2024-01-24,"Monitor LG 24""",Monitores,2,850.0,0,0.0,1700.0,Jorge Díaz,Arequipa,Tienda física,Efectivo
408,2024-07-02,Disco Externo Seagate 2TB,Almacenamiento,6,280.0,15,252.0,1428.0,Jorge Díaz,Lima Este,Tienda física,Tarjeta crédito
409,2024-04-18,Auriculares JBL Tune,Audio,1,180.0,10,18.0,162.0,María Flores,Lima Centro,Corporativo,
410,2024-09-30,MacBook Air M2,Computadoras,6,5999.0,5,1799.7,34194.3,Carlos Ríos,Trujillo,Corporativo,Tarjeta crédito
411,2024-08-01,Router TP-Link AX3000,Redes,2,350.0,5,35.0,665.0,Carlos Ríos,Lima Norte,Corporativo,Efectivo
412,2024-12-04,SSD WD Blue 500GB,Almacenamiento,3,180.0,0,0.0,540.0,María Flores,Lima Norte,Tienda física,Tarjeta crédito
413,2024-11-12,Impresora HP LaserJet,Impresoras,3,750.0,0,0.0,2250.0,Jorge Díaz,Lima Sur,E-commerce,Cuotas
414,2024-07-02,SSD WD Blue 500GB,Almacenamiento,4,180.0,10,72.0,648.0,María Flores,Arequipa,E-commerce,Tarjeta débito
415,2024-01-02,Tablet Samsung Tab S8,Tablets,8,1850.0,0,0.0,14800.0,María Flores,Piura,Tienda física,Tarjeta débito
416,2024-02-21,iPad Air,Tablets,8,2999.0,0,0.0,23992.0,Luis Vega,Lima Sur,E-commerce,Efectivo
417,2024-01-21,Mouse Logitech MX Master,Periféricos,5,220.0,15,165.0,935.0,Sofía Puma,Lima Norte,Tienda física,Tarjeta débito
418,2024-03-11,Mouse Razer DeathAdder,Periféricos,7,180.0,10,126.0,1134.0,Ana Torres,Lima Sur,Tienda física,Efectivo
419,2024-02-28,SSD Samsung 1TB,Almacenamiento,5,320.0,5,80.0,1520.0,Ana Torres,Cusco,Tienda física,Tarjeta débito
420,2024-12-22,Auriculares JBL Tune,Audio,8,180.0,10,144.0,1296.0,Jorge Díaz,Lima Este,Tienda física,Tarjeta débito
421,2024-08-12,"Monitor Samsung 27""",Monitores,2,1150.0,0,0.0,2300.0,Jorge Díaz,Piura,E-commerce,Cuotas
422,2024-07-29,Impresora HP LaserJet,Impresoras,1,750.0,5,37.5,712.5,Luis Vega,Piura,E-commerce,Efectivo
423,2024-12-18,Mouse Razer DeathAdder,Periféricos,1,180.0,10,18.0,162.0,María Flores,Cusco,E-commerce,Transferencia
424,2024-11-24,UPS APC 1000VA,Energía,4,480.0,5,96.0,1824.0,Sofía Puma,Cusco,Corporativo,Cuotas
425,2024-09-10,Impresora HP LaserJet,Impresoras,1,750.0,15,112.5,637.5,Carlos Ríos,Lima Este,E-commerce,Tarjeta crédito
426,2024-04-24,Mouse Razer DeathAdder,Periféricos,4,180.0,5,36.0,684.0,Elena Cruz,Arequipa,Tienda física,Transferencia
427,2024-02-15,Teclado Logitech MX,Periféricos,2,320.0,15,96.0,544.0,Sofía Puma,Piura,E-commerce,Tarjeta crédito
428,2024-10-12,SSD WD Blue 500GB,Almacenamiento,1,180.0,5,9.0,171.0,Ana Torres,Trujillo,E-commerce,
429,2024-01-28,Impresora HP LaserJet,Impresoras,5,750.0,15,562.5,3187.5,María Flores,Piura,Tienda física,Tarjeta crédito
430,2024-12-03,Tablet Samsung Tab S8,Tablets,8,1850.0,0,0.0,14800.0,Elena Cruz,Piura,Tienda física,
431,2024-09-09,Impresora Epson EcoTank,Impresoras,5,580.0,0,0.0,2900.0,Elena Cruz,Lima Sur,Tienda física,Tarjeta débito
432,2024-07-20,Webcam Logitech C920,Periféricos,2,350.0,0,0.0,700.0,Pedro Salas,Lima Centro,Tienda física,Efectivo
433,2024-12-10,Switch Cisco 8 puertos,Redes,6,420.0,5,126.0,2394.0,Ana Torres,Trujillo,Tienda física,Cuotas
434,2024-01-25,SSD Samsung 1TB,Almacenamiento,3,320.0,5,48.0,912.0,Sofía Puma,Lima Norte,E-commerce,Cuotas
435,2024-12-02,SSD WD Blue 500GB,Almacenamiento,3,180.0,5,27.0,513.0,Luis Vega,Lima Este,Tienda física,Tarjeta crédito
436,2024-05-30,Auriculares JBL Tune,Audio,7,180.0,5,63.0,1197.0,María Flores,Arequipa,E-commerce,Tarjeta crédito
437,2024-11-15,Impresora HP LaserJet,Impresoras,5,750.0,10,375.0,3375.0,Elena Cruz,Lima Centro,Tienda física,Tarjeta débito
438,2024-06-29,Router TP-Link AX3000,Redes,3,350.0,5,52.5,997.5,Luis Vega,Cusco,Corporativo,Efectivo
439,2024-02-24,Router TP-Link AX3000,Redes,7,350.0,0,0.0,2450.0,Pedro Salas,Trujillo,Tienda física,Transferencia
440,2024-05-08,Laptop Dell Inspiron,Computadoras,4,2899.0,0,0.0,11596.0,Pedro Salas,Lima Este,Tienda física,Cuotas
441,2024-11-11,Mouse Logitech MX Master,Periféricos,4,220.0,15,132.0,748.0,Carlos Ríos,Cusco,E-commerce,Efectivo
442,2024-01-25,Teclado Logitech MX,Periféricos,7,320.0,5,112.0,2128.0,María Flores,Arequipa,Corporativo,Cuotas
443,2024-04-13,Router TP-Link AX3000,Redes,6,350.0,5,105.0,1995.0,Carlos Ríos,Lima Norte,Corporativo,Tarjeta crédito
444,2024-05-30,SSD Samsung 1TB,Almacenamiento,4,320.0,5,64.0,1216.0,Elena Cruz,Lima Centro,Corporativo,Tarjeta débito
445,2024-05-22,"Monitor Samsung 27""",Monitores,3,1150.0,5,172.5,3277.5,Ana Torres,Trujillo,Tienda física,Tarjeta crédito
446,2024-01-21,Teclado Mecánico HyperX,Periféricos,1,280.0,0,0.0,280.0,Elena Cruz,Piura,Corporativo,Tarjeta débito
447,2024-06-11,Laptop Asus VivoBook,Computadoras,5,2350.0,5,587.5,11162.5,Sofía Puma,Cusco,Tienda física,Cuotas
448,2024-04-23,Laptop Lenovo IdeaPad,Computadoras,3,2199.0,0,0.0,6597.0,Jorge Díaz,Trujillo,Tienda física,Tarjeta crédito
449,2024-06-26,Mouse Logitech MX Master,Periféricos,4,220.0,5,44.0,836.0,Sofía Puma,Lima Norte,Tienda física,Cuotas
450,2024-07-16,Impresora HP LaserJet,Impresoras,4,750.0,0,0.0,3000.0,Carlos Ríos,Cusco,E-commerce,Efectivo
451,2024-11-29,Disco Externo Seagate 2TB,Almacenamiento,6,280.0,0,0.0,1680.0,Sofía Puma,Piura,Tienda física,Tarjeta crédito
452,2024-11-18,MacBook Air M2,Computadoras,3,5999.0,15,2699.55,15297.45,Carlos Ríos,Lima Sur,Tienda física,Cuotas
453,2024-03-19,MacBook Air M2,Computadoras,4,5999.0,0,0.0,23996.0,Jorge Díaz,Lima Sur,Corporativo,Cuotas
454,2024-02-06,Laptop Lenovo IdeaPad,Computadoras,2,2199.0,5,219.9,4178.1,Carlos Ríos,Lima Este,Tienda física,Transferencia
455,2024-01-09,Webcam Logitech C920,Periféricos,7,350.0,5,122.5,2327.5,Sofía Puma,Trujillo,E-commerce,Tarjeta crédito
456,2024-02-24,Impresora Epson EcoTank,Impresoras,2,580.0,0,0.0,1160.0,Carlos Ríos,Lima Sur,Tienda física,Transferencia
457,2024-01-16,Laptop Lenovo IdeaPad,Computadoras,5,2199.0,5,549.75,10445.25,Sofía Puma,Trujillo,E-commerce,Cuotas
458,2024-11-27,UPS APC 1000VA,Energía,7,480.0,0,0.0,3360.0,,Lima Este,Tienda física,Cuotas
459,2024-11-01,Tablet Samsung Tab S8,Tablets,3,1850.0,5,277.5,5272.5,Ana Torres,Lima Norte,Tienda física,Transferencia
460,2024-09-19,Mouse Logitech MX Master,Periféricos,4,220.0,0,0.0,880.0,Elena Cruz,Lima Centro,E-commerce,Cuotas
461,2024-01-28,Teclado Mecánico HyperX,Periféricos,4,280.0,15,168.0,952.0,Ana Torres,Lima Este,Corporativo,Transferencia
462,2024-05-08,Tablet Samsung Tab S8,Tablets,8,1850.0,0,0.0,14800.0,Ana Torres,Arequipa,Corporativo,Efectivo
463,2024-11-13,Mouse Razer DeathAdder,Periféricos,6,180.0,0,0.0,1080.0,Luis Vega,Lima Centro,Tienda física,Tarjeta crédito
464,2024-07-05,SSD Samsung 1TB,Almacenamiento,6,320.0,15,288.0,1632.0,Pedro Salas,Lima Este,E-commerce,Transferencia
465,2024-11-24,Laptop HP 15,Computadoras,6,2499.0,5,749.7,14244.3,María Flores,Lima Centro,Corporativo,Cuotas
466,2024-06-05,Router TP-Link AX3000,Redes,6,350.0,5,105.0,1995.0,Sofía Puma,Piura,E-commerce,Tarjeta crédito
467,2024-05-14,Impresora HP LaserJet,Impresoras,2,750.0,10,150.0,1350.0,Pedro Salas,Lima Este,E-commerce,Tarjeta débito
468,2024-01-19,Laptop Lenovo IdeaPad,Computadoras,1,2199.0,5,109.95,2089.05,Carlos Ríos,Trujillo,E-commerce,Tarjeta débito
469,2024-10-28,Tablet Samsung Tab S8,Tablets,8,1850.0,10,1480.0,13320.0,Luis Vega,Cusco,E-commerce,Tarjeta débito
470,2024-12-05,Disco Externo Seagate 2TB,Almacenamiento,2,280.0,0,0.0,560.0,Jorge Díaz,Cusco,E-commerce,Efectivo
471,2024-10-16,Impresora HP LaserJet,Impresoras,3,750.0,5,112.5,2137.5,Luis Vega,Piura,Tienda física,Tarjeta débito
472,2024-04-28,UPS APC 1000VA,Energía,8,480.0,0,0.0,3840.0,Elena Cruz,Lima Norte,Tienda física,Tarjeta crédito
473,2024-01-24,Router TP-Link AX3000,Redes,4,350.0,0,0.0,1400.0,Elena Cruz,Trujillo,E-commerce,Tarjeta crédito
474,2024-07-12,Switch Cisco 8 puertos,Redes,5,420.0,0,0.0,2100.0,Pedro Salas,Lima Este,E-commerce,Cuotas
475,2024-06-29,Laptop Lenovo IdeaPad,Computadoras,5,2199.0,15,1649.25,9345.75,Jorge Díaz,Lima Centro,E-commerce,Tarjeta crédito
476,2024-02-09,SSD WD Blue 500GB,Almacenamiento,1,180.0,5,9.0,171.0,Luis Vega,Piura,Tienda física,Tarjeta débito
477,2024-07-31,"Monitor Samsung 27""",Monitores,3,1150.0,15,517.5,2932.5,Elena Cruz,Lima Sur,Corporativo,Tarjeta débito
478,2024-11-27,Router TP-Link AX3000,Redes,8,350.0,15,420.0,2380.0,Sofía Puma,Lima Centro,E-commerce,Tarjeta débito
479,2024-01-29,"Monitor LG 24""",Monitores,3,850.0,0,0.0,2550.0,Luis Vega,Lima Norte,E-commerce,Tarjeta débito
480,2024-11-06,Auriculares JBL Tune,Audio,1,180.0,5,9.0,171.0,Pedro Salas,Lima Sur,Tienda física,Tarjeta crédito
481,2024-12-17,Webcam Logitech C920,Periféricos,3,350.0,0,0.0,1050.0,Luis Vega,Arequipa,Tienda física,Cuotas
482,2024-01-09,Laptop Lenovo IdeaPad,Computadoras,4,2199.0,0,0.0,8796.0,Jorge Díaz,Trujillo,Tienda física,Efectivo
483,2024-11-10,Router TP-Link AX3000,Redes,7,350.0,5,122.5,2327.5,Luis Vega,Lima Sur,Tienda física,Tarjeta crédito
484,2024-11-04,Disco Externo Seagate 2TB,Almacenamiento,2,280.0,5,28.0,532.0,Ana Torres,Piura,Corporativo,Tarjeta débito
485,2024-09-28,Laptop Asus VivoBook,Computadoras,7,2350.0,5,822.5,15627.5,Jorge Díaz,Cusco,Tienda física,Cuotas
486,2024-05-10,Laptop Asus VivoBook,Computadoras,7,2350.0,5,822.5,15627.5,Elena Cruz,Lima Sur,E-commerce,Tarjeta débito
487,2024-12-29,Laptop Lenovo IdeaPad,Computadoras,5,2199.0,10,1099.5,9895.5,Jorge Díaz,Arequipa,Tienda física,Efectivo
488,2024-07-28,MacBook Air M2,Computadoras,1,5999.0,0,0.0,5999.0,Jorge Díaz,Lima Centro,Corporativo,Tarjeta crédito
489,2024-11-09,iPad Air,Tablets,5,2999.0,0,0.0,14995.0,Pedro Salas,Trujillo,E-commerce,Tarjeta crédito
490,2024-10-11,"Monitor Dell 32"" 4K",Monitores,7,1950.0,5,682.5,12967.5,Sofía Puma,Lima Este,Tienda física,Transferencia
491,2024-08-16,Auriculares Sony WH-1000,Audio,7,650.0,15,682.5,3867.5,Luis Vega,Lima Sur,Corporativo,Tarjeta débito
492,2024-11-21,"Monitor Dell 32"" 4K",Monitores,7,1950.0,0,0.0,13650.0,Elena Cruz,Lima Norte,Tienda física,Tarjeta crédito
493,2024-07-08,SSD WD Blue 500GB,Almacenamiento,7,180.0,0,0.0,1260.0,Ana Torres,Lima Sur,Tienda física,Tarjeta débito
494,2024-08-12,Auriculares JBL Tune,Audio,5,180.0,0,0.0,900.0,Carlos Ríos,Lima Este,Corporativo,Tarjeta crédito
495,2024-09-21,Disco Externo Seagate 2TB,Almacenamiento,5,280.0,10,140.0,1260.0,María Flores,Lima Norte,E-commerce,Transferencia
496,2024-05-21,Laptop Dell Inspiron,Computadoras,6,2899.0,15,2609.1,14784.9,María Flores,Lima Norte,Tienda física,Efectivo
497,2024-05-25,Auriculares JBL Tune,Audio,4,180.0,10,72.0,648.0,Carlos Ríos,Lima Sur,Tienda física,Transferencia
498,2024-08-20,Auriculares Sony WH-1000,Audio,6,650.0,5,195.0,3705.0,Pedro Salas,Lima Centro,E-commerce,Tarjeta débito
499,2024-09-19,Webcam Logitech C920,Periféricos,2,350.0,0,0.0,700.0,Ana Torres,Arequipa,Tienda física,Efectivo
500,2024-05-04,iPad Air,Tablets,5,2999.0,15,2249.25,12745.75,Sofía Puma,Trujillo,E-commerce,Tarjeta crédito
